,Unnamed: 0,path_image,character,comfort,UV,hu0,hu1,hu2,hu3,hu4,hu5,hu6,hu0_testa,hu1_testa,hu2_testa,hu3_testa,hu4_testa,hu5_testa,hu6_testa,hu0_olhos,hu1_olhos,hu2_olhos,hu3_olhos,hu4_olhos,hu5_olhos,hu6_olhos,hu0_nariz,hu1_nariz,hu2_nariz,hu3_nariz,hu4_nariz,hu5_nariz,hu6_nariz,hu0_boca,hu1_boca,hu2_boca,hu3_boca,hu4_boca,hu5_boca,hu6_boca,hu0_queixo,hu1_queixo,hu2_queixo,hu3_queixo,hu4_queixo,hu5_queixo,hu6_queixo
0,0,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000035.bmp,1,41.18,1,2.9130703679409278,8.17000801758767,12.405987707059294,10.999839597544844,-23.01139201918922,-15.17592051135778,22.762744475197568,2.5356826853940104,5.119435357258501,9.711950008398713,9.860482178071278,19.647401931670487,12.46865422644359,-20.8917456199126,2.724567346187512,5.730504012100488,10.331134137039601,10.51030099640148,20.955273034066625,13.400402912975835,21.419014184906157,2.5313344903957886,5.157599159985624,9.49703833783046,9.459472361940504,18.93809460334402,12.039401222587495,-20.324019453748182,2.511548340767064,5.133030432786479,9.024010109806147,9.620541703476599,19.085381269730828,12.954846848061361,19.10158620539417,2.64895387447929,5.467277941167209,8.962922917747191,9.831502598083722,19.976372927373895,-13.107576677059145,19.235769993644723
1,1,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000052.bmp,1,41.18,1,2.9139137934546664,8.148579322389203,13.110442391114166,11.020304528873757,-23.589943792725293,-15.189808987255333,23.108087887708923,2.5651670480279503,5.186070921523002,10.008820320510287,10.256276593846822,20.392227549023005,12.97438378568555,-21.29300229728302,2.7273641146962477,5.736618987045484,10.278735586492,10.446388610175614,20.830992030625396,13.328547642556952,21.316636494518242,2.5126235688871357,5.114667941598656,9.237928819423718,9.24813400288005,18.491509423711747,11.806828010949085,-19.891429222478628,2.5106749860161774,5.135265109597576,8.994125859555945,9.776765970653962,19.90700441811766,-12.783327868358786,19.169361778477374,2.6360290804495565,5.430635992660029,8.997339619608134,9.863138034706997,20.060796389486324,-13.1112646849608,19.299808641626242
2,2,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000055.bmp,1,41.18,1,2.9100961973434423,8.1531193326315,12.739233157128432,11.025571951284013,-23.14788794218713,-15.20616137977753,22.995346877738072,2.5597855988369007,5.173876666965562,9.97951040148467,10.233725620458088,20.344275950958068,12.948850586315027,-21.213359581884575,2.730362889779099,5.7434987923848,10.24661576527651,10.376781681743187,20.70796308240197,13.252590104137855,21.221701756036236,2.5277453379487835,5.15234500877366,9.264855553923677,9.278208639843026,18.550083622835334,11.856651137769024,-19.950714369400462,2.5116403819343915,5.12609123227891,9.06783577806887,9.823994014891504,19.74497889991092,-12.99366794680158,19.29574294870463,2.633081820003645,5.41934535964689,9.016910623124767,9.875936492982067,20.00874461290564,-13.149384229863038,19.331764994534797
3,3,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000062.bmp,1,41.18,1,2.915072565671277,8.183815134487235,12.608171381444896,11.0049782274151,-22.94328267018116,-15.173051204701697,22.982633739194497,2.5485961638818915,5.149116851252706,9.971017305134856,10.269458075249112,20.397788260334284,12.990438247696122,-21.10806538778069,2.7310472573709794,5.751566093042845,10.196402779461115,10.39327237570264,20.702931525324217,13.280780087170891,21.27840861167976,2.5140147552282146,5.119767691925371,9.560912240882601,9.516385990045272,19.055464864713347,12.079517805728004,-20.407014514126157,2.5074480344686285,5.1206462516268925,8.993085319679063,9.860711891385321,-19.96829830687807,-12.627870637540846,19.297271082821062,2.6275386865533097,5.404998772437519,9.013877225115996,9.888127880294958,20.217163698661583,-13.066767719779241,19.342972136328196
4,4,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000132.bmp,1,41.18,1,2.914289893837129,8.176258136860522,12.26704692055875,11.03032874071411,-22.914499078316243,-15.16776662759692,22.768617779669476,2.522151509436309,5.089263047655762,9.380963472614836,9.454062305390531,18.871620681353242,12.010768323725278,-20.711031638710928,2.733817620322689,5.763461987010761,10.483828873661462,10.573363251612184,21.141760136133993,13.466019427658779,21.489986986437295,2.5419511349430977,5.185541548087236,9.287248065203265,9.336491669235748,18.648911927649145,11.93191364950219,-19.94667809339862,2.506453503422122,5.115639586199702,9.025754329982796,10.000777555353627,-19.566659641196228,-12.567149488032598,19.84763826417531,2.6291604734294824,5.4060317392967265,9.050913592978464,9.929564382396022,20.493040879533194,-13.072136747399691,19.421358740156307
5,5,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000157.bmp,1,41.18,1,2.917379268750077,8.185515937963423,12.170105554943085,11.005963141988762,-22.97527278393263,-15.129358614392576,22.63518237673504,2.4860083757592033,5.010014355004602,9.181294425323413,9.236792928858527,18.445850739238406,11.748900019183429,-20.53909921200671,2.7378386512350303,5.782181104297682,10.275130046655176,10.41731031476648,20.78052967439504,13.316568669831604,21.325137824567623,2.5452261290454032,5.191335464491562,9.17378195562211,9.232315004206542,18.435880915122553,11.830214937348389,-19.747073083191264,2.501878116942107,5.11306986104912,8.9594698137967,9.904106945765776,-19.480133183899085,-12.503055989538307,19.492874333304226,2.6237569454387075,5.393652960753967,9.006260387207831,9.98384006779382,-19.795292965048453,-12.806696497880203,19.53646812530767
6,6,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000163.bmp,1,41.18,1,2.914080627198407,8.170110190776658,12.097401944843508,11.021775756605152,-22.842984289579118,-15.15808487553558,22.658738357584927,2.485880714396328,5.009679238042168,9.209029842186485,9.264623585604097,18.501463825731523,11.776315975401301,-20.60424580215934,2.739055294388059,5.786821376068868,10.257666087242733,10.436825298570838,20.79983403962265,13.340861394199635,21.361461896800396,2.5360045650295193,5.169240310172538,9.282010308429676,9.304297769370743,18.597820354460364,11.891384738483827,-19.98276725053897,2.513624803302866,5.134969368774795,9.058679635374967,9.910589673296116,-20.414831299854782,-12.731961787950823,19.397217440806227,2.6317924112705198,5.417582763160282,8.947687050691657,9.96441164432633,-19.56806274299949,-12.731398431437867,19.57392885253591
7,7,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000181.bmp,1,41.18,1,2.914563731243307,8.17754223610303,12.129198452397578,11.006975014916163,-22.720333065368187,-15.154272055703734,22.730950192104405,2.5183961693524033,5.081155521841391,9.36166350444106,9.442255086117877,18.84428669175961,11.99699397844237,-20.58302742474389,2.7385473007702443,5.780814361173903,10.31675855557623,10.440605676073469,20.841954490718017,13.335136961842435,21.321205586022487,2.5329251332845146,5.162264245572666,9.273945289328276,9.299332408990876,18.586392252113537,11.88363964725276,-19.942420944822757,2.5132354199187956,5.133404817379335,9.051188748488878,9.933514110182823,-20.015559826622216,-12.682208688961113,19.440729867543837,2.6105518057404904,5.356018566648945,9.015684678967718,9.918062453099976,-20.521445723622993,-12.918386405212912,19.386097188469925
8,8,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000186.bmp,1,41.18,1,2.9128679170763947,8.162368543002502,12.192601037663954,11.019499560903318,-22.803202579978407,-15.174639692333404,22.75194497836298,2.4841219379378194,5.00597200317095,9.203673689172039,9.266464683885623,18.50155883377396,11.778216631701568,-20.471271994193277,2.7480960656412075,5.821477839431767,10.316002504698398,10.472678199866609,20.886666961108734,13.390440970343013,21.398482147051396,2.5389337932718123,5.177833000163996,9.37853221832956,9.377173196711759,18.75552903769231,11.969582536850247,-20.072812980118908,2.519475765955357,5.143817042759167,9.081032312888016,9.934927892229608,-20.53131091232345,-12.77222277688922,19.444358094188896,2.6127656336866076,5.361955426925001,9.011030644332564,9.96513766344786,-19.90905951993912,-12.820520954732658,19.481611415856978
9,9,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000199.bmp,1,41.18,1,2.912064244304517,8.177702259316153,12.28665000836214,11.0062242684349,-22.848839179860956,-15.173706027455877,22.765467417730505,2.516792356301107,5.077501106991919,9.35459189174544,9.428778025486919,18.820510650908954,11.97980196192673,-20.649755949440447,2.737800266945948,5.777563333199783,10.300210335616493,10.427138475477822,20.811961090285713,13.321139757024827,21.307041532072354,2.5300350224782524,5.155872092998387,9.298525593103466,9.318932472637067,18.628116133606504,11.899489039307012,-19.967437800400564,2.5163985885732822,5.135597033364947,9.064889027128087,9.914199185782111,-20.634277300707566,-12.767486718310396,19.404495674352653,2.6164164921311333,5.37394374384892,8.99367268128987,9.888526136646545,-21.123998573058305,-12.936912155948773,19.329681529655804
10,10,E:\Greice\Doutorado\Modelos\UV6.0\cropped\1\frame_det_00_000240.bmp,1,41.18,1,2.912048308722288,8.171601605976516,12.0713458683724,10.975155727666994,-22.583495707301857,-15.155223197802464,22.74300361556663,2.5361880611054217,5.120613501887368,9.471253476933901,9.614045782838922,19.1573117223451,12.202110848373328,-20.43048117920005,2.7344831675602173,5.761474820226729,10.337631048797034,10.391138064840304,20.781718786879367,13.275531813416219,21.22774734062512,2.5338009062578095,5.164231742198686,9.24514043597301,9.266728726817172,18.523035003416158,11.850669686787455,-19.906132808479587,2.512636833338071,5.12724513319873,9.054805678289378,9.779278940970975,19.546282244137835,-13.204481466302788,19.244657422113143,2.6197008250248777,5.38417782752168,8.973536537379184,9.983343182048786,-19.63498591863675,-12.744107589899034,19.591757985182657
